Course Code,Course Name,Credits,Prereqs,Description
GEOG 429,Climate Change Policy,3,No prerequisites.,Examines existing policy responses to climate change to achieve meaningful CO2 reductions. Specific attention given to possibilities and limits of scientific knowledge and technology in formulating policies to address climate risk.
GEOG 430,Food Geographies & Food Justice,3,No prerequisites.,"Examination of the historical and contemporary factors shaping the global food system. Studying processes and practices, such as production and consumption, policymaking, activism, commodity exchange; as well as, actors including states, producers and consumers, farmworkers, farmers and policymakers. Consider how production and consumption are framed and discuss the spatial organization of access to food and agricultural resources through digging into issues related to food justice and food sovereignty on local and global scales."
GEOG 431,Watershed Hydro-Ecology,3,"MATH 114, MATH 117, GEOG 432","Examines key linkages between hydrology and ecosystem processes in natural and human impacted watersheds. Topics include water quantity and quality and material source, transport and fate in terrestrial and aquatic ecosystems, as affected by biotic and abiotic stressors, including changes in land-use and climate."
GEOG 432,Environmental Hydrology,3,MATH 117,"Introduction to hydrologic science. Topics include precipitation, snowmelt, evapotranspiration, infiltration, groundwater, runoff, streamflow, water resources management, and hydrologic applications of remote sensing and geographic information systems. Case studies illustrate hydrological response to changes in land-use and climate.  Group studies include field measurements and computer simulations."
GEOG 434,Plan Sustainable Communities & Regions,3,No prerequisites.,"Examines theory and methods for planning for more sustainable communities and regions in a global context in the twenty-first century. Sustainable development is defined and theories of sustainable planning presented that meet goals in the areas of environment, economy, and equity (the Three Es). After discussion of issues central to sustainable planning, course looks at tools and policies for sustainable planning and how planning practices can become more oriented to sustainability."
GEOG 440,Polar Meteorology & Oceanography,3,MAST 382,Description not available.
GEOG 445,Capstone in Geography,3,No prerequisites.,"The nature of geography, its history, methodology and applications in research and societal problems. A pre-professional course."
GEOG 447,Peacemaking and Peacebuilding,3,GEOG 204,"Develop a nuanced understanding of international and domestic affairs centered on conflict and peacebuilding that influences real-world decisions, through readings, and community and civic engagement activities. Conflicts related to water, ethnic identity, climate change and resources will be explored. Frameworks for peace will be critically assessed and explored as tools to enable discussions around solutions to conflict."
GEOG 449,Environment and Society,3,No prerequisites.,"Considers the relationships between environmental and social processes from the theoretical, philosophical and methodological perspectives of geography. Explores the ethical and contextual implications of framing environmental questions and posing solutions. Examines approaches to the geographical analysis of environmental problems."
GEOG 450,Global at Home,3,No prerequisites.,"Impacts of global migration on immigrant-receiving and/or immigrant-sending communities are examined to understand the experience of home. Perceptions, policies and practices contributing to social-spatial exclusion/inclusion at multiple scales are addressed. Project-based fieldwork enables students to gain first-hand knowledge of the experiences of mobility and adjustment."
GEOG 452,Seminar in Climatology,3,No prerequisites.,General theoretical and practical considerations of research in climatology.
