Course Code,Course Name,Credits,Prereqs,Description
SPAN460,Topics: Contemporary Hispanic Literature 1936-present,3,No prerequisites.,"Works of one or more authors or of a special theme, genre, or topic within Hispanic literature from 1936 to the present. May be repeated three times for credit when topics vary."
SPAN462,Topics: Hispanic Short Fiction,3,"
","Explores short stories and novellas by major writers of the Hispanic world. Each narrative is analyzed as an individual work of literature and is situated in its literary, historical, and critical contexts. May be repeated three times for credit when topics vary."
SPAN464,Contemporary Spanish American Literature by Women,3,"
","Explores twentieth-century fiction by women authors from diverse regions of Spanish America. Analyzes selected works as individual literary creations and situates each author in her specific socio-cultural, historical, and literary contexts. "
SPAN466,Independent Study,3,No prerequisites.,Description not available.
SPAN467,SEMINAR,6,No prerequisites.,Description not available.
SPAN471,Latin American Film,3,"SPAN 301, SPAN 302, SPAN 303","Examine major historical and present-day problems in Latin America through both classic and popular films. We will study key film techniques, social contexts and movements, and major artists including Bunuel, Gutierrez Alea, Bemberg, Pereira dos Santos, Meirelles, Gonzalez Inarritu and more. (Rated R)."
SPAN472,"Sugar, Salsa & Santeria: Hispanic Caribbean",3,"SPAN 301, SPAN 302, SPAN 303","Explores Caribbean cultures through music, film, religion and other forms of expression. Focus on diaspora, slavery, colonialism, and the formation of present-day postcolonial cultures, and examine the articulation of Caribbean identities through such concepts as contrapunteo, calibanismo, zombiismo, negrismo, aplatanamiento, and insularismo. Taught in Spanish, with some Francophone and Anglophone texts in English. Students will prepare one presentation, weekly short writing assignments, midterm and final."
SPAN473,From Amazons to Zombies,3,"SPAN 301, SPAN 302, SPAN 303","“From Amazons to Zombies: The Power of Monsters in Latin American Cultures” studies representations and concepts of the monstrous from the age of discovery to contemporary society. In this course we explore concepts and representations of monsters in Latin American cultures from the Encounter forward, in indigenous and Afro-descendent cultures, scientific and political discourses, and popular culture. Featured monsters: Amazons, cannibals, mermaids, vampires, androids, zombies, pishtacos, la Llorona, la Ciguapa, el Chupacabras. Warning: some of these monsters are supernatural, scary, blasphemous, or offensive. They are monsters."
SPAN474,Hispanic Cities,3,"SPAN 301, SPAN 302, SPAN 303","Hispanic Cities: Struggle, Space & Representation."
SPAN475,Topics in Hispanic Culture and Civilization,3,"SPAN 301, SPAN 302, SPAN 303","Study of topics in Hispanic culture and civilization, ranging through the geography, history, art and society of Spain and Latin American countries."
SPAN476,Media-Savvy Populism from Che to Chavez,3,"SPAN 301, SPAN 302, SPAN 303",Media-Savvy Populism from Che to Chavez: Discourse and Politics in Contemporary Latin America.
SPAN477,Drug Culture in Latin America,3,"SPAN 301, SPAN 302, SPAN 303","Drug production, trafficking, and consumption has had an enormous impact on Latin American Culture, affecting regional politics, everyday life, art and literature. The course examines the highs and lows built on drug commerce, from the psychodelic experiments of the 1960s to Pablo Escobar’s Colombian cocaine empire in the 1980s, to the wave of today’s Mexican drug trade violence."
